date,terminator|aws|production
2021-05-11 17:15:00,248881.0
2021-05-11 17:25:00,248462.0
2021-05-11 17:35:00,248855.0
2021-05-11 17:45:00,248886.0
2021-05-11 17:55:00,248307.0
2021-05-11 18:05:00,248380.0
2021-05-11 18:15:00,248361.0
2021-05-11 18:25:00,248401.0
2021-05-11 18:35:00,248456.0
2021-05-11 18:45:00,248442.0
2021-05-11 18:55:00,248400.0
2021-05-11 19:05:00,248235.0
2021-05-11 19:15:00,248920.0
2021-05-11 19:25:00,248967.0
2021-05-11 19:35:00,248985.0
2021-05-11 19:45:00,249008.0
2021-05-11 19:55:00,249001.0
2021-05-11 20:05:00,249023.0
2021-05-11 20:15:00,249142.0
2021-05-11 20:25:00,250239.0
2021-05-11 20:35:00,250222.0
2021-05-11 20:45:00,249514.0
2021-05-11 20:55:00,249175.0
2021-05-11 21:05:00,249197.0
2021-05-11 21:15:00,249188.0
2021-05-11 21:25:00,249182.0
2021-05-11 21:35:00,249207.0
2021-05-11 21:45:00,249032.0
2021-05-11 21:55:00,249037.0
2021-05-11 22:05:00,249215.0
2021-05-11 22:15:00,249197.0
2021-05-11 22:25:00,249176.0
2021-05-11 22:35:00,249172.0
2021-05-11 22:45:00,249158.0
2021-05-11 22:55:00,249136.0
